DEBIT,2,1,80.54000092,230.1199951,Late delivery,1,65,Consumer Electronics,Houston,EE. UU.,XXXXXXXXX,Chastity,18165,Crawford,XXXXXXXXX,Corporate,TX,1513 Merry Heath,77093,10,Technology,29.77199745,-95.37243652,Pacific Asia,Mianyang,China,18165,2017-12-25T03:33:00.000+07:00,74612,1352,22.76000023,0.090000004,177927,252.8800049,0.349999994,1,252.8800049,230.1199951,80.54000092,Eastern Asia,Sichuan,COMPLETE,,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,0,12/27/2017 3:33,First Class
DEBIT,2,1,0.0,189.6600037,Late delivery,1,65,Consumer Electronics,Houston,EE. UU.,XXXXXXXXX,Kevyn,18138,Christian,XXXXXXXXX,Corporate,TX,577 Rustic Nectar Row,77083,10,Technology,29.76454735,-95.37255096,Pacific Asia,Singapur,Singapur,18138,2017-12-24T18:05:00.000+07:00,74585,1352,63.22000122,0.25,177900,252.8800049,0.0,1,252.8800049,189.6600037,0.0,Southeast Asia,Singapur,COMPLETE,,1352,65,,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,0,12/26/2017 18:05,First Class
DEBIT,2,1,-47.25999832,67.51999664,Late delivery,1,72,Pet Supplies,Laredo,EE. UU.,XXXXXXXXX,Sylvia,16595,Franklin,XXXXXXXXX,Corporate,TX,6842 Clear Brook Jetty,78040,11,Pet Shop,27.50863648,-99.50951386,Pacific Asia,Bekasi,Indonesia,16595,2017-12-02T05:30:00.000+07:00,73042,1359,16.87999916,0.200000003,176357,84.40000153,-0.699999988,1,84.40000153,67.51999664,-47.25999832,Southeast Asia,Java Occidental,COMPLETE,,1359,72,,http://images.acmesports.sports/Adult+dog+supplies,Adult dog supplies,84.40000153,0,12/04/2017 5:30,First Class
DEBIT,2,1,57.68999863,461.480011,Late delivery,1,66,Crafts,Daly City,EE. UU.,XXXXXXXXX,Tashya,18445,Travis,XXXXXXXXX,Corporate,CA,3948 Shady Campus,94015,4,Apparel,37.69598389,-122.4800415,Pacific Asia,Medan,Indonesia,18445,2017-12-29T05:39:00.000+07:00,74892,1353,0.0,0.0,178207,461.480011,0.129999995,1,461.480011,461.480011,57.68999863,Southeast Asia,Sumatra Septentrional,COMPLETE,,1353,66,,http://images.acmesports.sports/Porcelain+crafts,Porcelain crafts,461.480011,0,12/31/2017 5:39,First Class
DEBIT,2,1,205.5899963,456.8699951,Late delivery,1,66,Crafts,National City,EE. UU.,XXXXXXXXX,Stella,18300,Sellers,XXXXXXXXX,Corporate,CA,5131 Grand Dale Ramp,91950,4,Apparel,32.68085861,-117.108902,Pacific Asia,Bhiwandi,India,18300,2017-12-27T02:51:00.000+07:00,74747,1353,4.610000134,0.01,178062,461.480011,0.449999988,1,461.480011,456.8699951,205.5899963,South Asia,Maharashtra,COMPLETE,,1353,66,,http://images.acmesports.sports/Porcelain+crafts,Porcelain crafts,461.480011,0,12/29/2017 2:51,First Class
DEBIT,2,1,19.63999939,56.13000107,Late delivery,1,60,Baby,Garden Grove,EE. UU.,XXXXXXXXX,Lynn,17645,Mullins,XXXXXXXXX,Corporate,CA,9089 Round Willow Route,92843,4,Apparel,33.77404404,-117.9734497,Pacific Asia,Yakarta,Indonesia,17645,2017-12-17T13:22:00.000+07:00,74092,1347,2.950000048,0.050000001,177407,59.08000183,0.349999994,1,59.08000183,56.13000107,19.63999939,Southeast Asia,Yakarta,COMPLETE,,1347,60,,http://images.acmesports.sports/Baby+sweater,Baby sweater,59.08000183,0,12/19/2017 13:22,First Class
DEBIT,2,1,52.18999863,200.7100067,Late delivery,1,76,Women's Clothing,Dorchester Center,EE. UU.,XXXXXXXXX,Jael,17428,Mckenzie,XXXXXXXXX,Corporate,MA,3374 Gentle Elk Centre,2124,4,Apparel,42.29180145,-71.0724411,Pacific Asia,Kota Kinabalu,Malasia,17428,2017-12-14T09:21:00.000+07:00,73875,1363,15.10999966,0.07,177190,215.8200073,0.25999999,1,215.8200073,200.7100067,52.18999863,Southeast Asia,Sabah,COMPLETE,,1363,76,,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.8200073,0,12/16/2017 9:21,First Class
DEBIT,2,1,67.98000336,194.2400055,Late delivery,1,76,Women's Clothing,Chicago,EE. UU.,XXXXXXXXX,Pearl,17264,Harvey,XXXXXXXXX,Corporate,IL,7731 Heather Mall,60640,4,Apparel,41.96846008,-87.65660858,Pacific Asia,Sydney,Australia,17264,2017-12-11T23:53:00.000+07:00,73711,1363,21.57999992,0.100000001,177026,215.8200073,0.349999994,1,215.8200073,194.2400055,67.98000336,Oceania,Nueva Gales del Sur,COMPLETE,,1363,76,,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.8200073,0,12/13/2017 23:53,First Class
DEBIT,2,1,164.6100006,401.4899902,Late delivery,1,66,Crafts,Atlanta,EE. UU.,XXXXXXXXX,Nevada,18452,Mccoy,XXXXXXXXX,Corporate,GA,2649 Pleasant Campus,30318,4,Apparel,33.81632614,-84.44550324,Pacific Asia,Bangkok,Tailandia,18452,2017-12-29T08:06:00.000+07:00,74899,1353,59.99000168,0.129999995,178214,461.480011,0.409999996,1,461.480011,401.4899902,164.6100006,Southeast Asia,Bangkok,COMPLETE,,1353,66,,http://images.acmesports.sports/Porcelain+crafts,Porcelain crafts,461.480011,0,12/31/2017 8:06,First Class
DEBIT,2,1,130.2299957,383.0299988,Late delivery,1,66,Crafts,Flushing,EE. UU.,XXXXXXXXX,Lunea,18449,Padilla,XXXXXXXXX,Corporate,NY,5103 Burning Embers Green,11355,4,Apparel,40.76358032,-73.83003998,Pacific Asia,Tanggu,China,18449,2017-12-29T07:03:00.000+07:00,74896,1353,78.44999695,0.170000002,178211,461.480011,0.340000004,1,461.480011,383.0299988,130.2299957,Eastern Asia,Tianjin,COMPLETE,,1353,66,,http://images.acmesports.sports/Porcelain+crafts,Porcelain crafts,461.480011,0,12/31/2017 7:03,First Class
DEBIT,2,1,3.539999962,47.25999832,Late delivery,1,60,Baby,Philadelphia,EE. UU.,XXXXXXXXX,Eden,17724,Ortega,XXXXXXXXX,Corporate,PA,5346 Clear Hills Way,19144,4,Apparel,40.03124619,-75.18191528,Pacific Asia,Ho Chi Minh City,Vietnam,17724,2017-12-18T17:03:00.000+07:00,74171,1347,11.8199997,0.200000003,177486,59.08000183,0.079999998,1,59.08000183,47.25999832,3.539999962,Southeast Asia,Ciudad Ho Chi Minh,COMPLETE,,1347,60,,http://images.acmesports.sports/Baby+sweater,Baby sweater,59.08000183,0,12/20/2017 17:03,First Class
DEBIT,2,1,15.51000023,44.31000137,Late delivery,1,60,Baby,Bronx,EE. UU.,XXXXXXXXX,Carissa,17741,Hanson,XXXXXXXXX,Corporate,NY,2734 Dusty Blossom Road,10460,4,Apparel,40.86585236,-73.87036896,Pacific Asia,Jambi,Indonesia,17741,2017-12-18T23:00:00.000+07:00,74188,1347,14.77000046,0.25,177503,59.08000183,0.349999994,1,59.08000183,44.31000137,15.51000023,Southeast Asia,Jambi,COMPLETE,,1347,60,,http://images.acmesports.sports/Baby+sweater,Baby sweater,59.08000183,0,12/20/2017 23:00,First Class
